transaction_id,customer_id,amount,type,timestamp,destination_country,notes
TXN-00093793,CUST-004797,154193.18,DEPOSIT,2025-10-08T22:47:03.915019,PK,Velocity spike
TXN-00093794,CUST-004797,64865.39,DEPOSIT,2025-10-08T22:55:03.915019,PK,Velocity spike
TXN-00048703,CUST-004982,34823.9,TRANSFER,2025-10-08T22:57:03.915019,PK,Normal transaction
TXN-00052602,CUST-005280,45353.66,TRANSFER,2025-10-08T23:10:03.915019,PK,Normal transaction
TXN-00093795,CUST-004797,71423.11,DEPOSIT,2025-10-08T23:10:03.915019,PK,Velocity spike
TXN-00040179,CUST-000081,9739.25,DEPOSIT,2025-10-08T23:14:03.915019,PK,Normal transaction
TXN-00066274,CUST-008575,24755.33,TRANSFER,2025-10-08T23:14:03.915019,PK,Normal transaction
TXN-00051754,CUST-005474,8376.23,TRANSFER,2025-10-08T23:22:03.915019,PK,Normal transaction
TXN-00093796,CUST-004797,199855.91,TRANSFER,2025-10-08T23:24:03.915019,PK,Velocity spike
TXN-00048083,CUST-006766,10340.81,WITHDRAWAL,2025-10-08T23:29:03.915019,PK,Normal transaction
TXN-00093797,CUST-004797,54659.68,TRANSFER,2025-10-08T23:29:03.915019,PK,Velocity spike
TXN-00053592,CUST-006831,48238.74,TRANSFER,2025-10-08T23:30:03.915019,PK,Normal transaction
TXN-00005062,CUST-005086,10799.25,WITHDRAWAL,2025-10-08T23:35:03.915019,PK,Normal transaction
TXN-00047215,CUST-002543,5202.6,WITHDRAWAL,2025-10-08T23:35:03.915019,PK,Normal transaction
TXN-00010937,CUST-008826,24593.79,DEPOSIT,2025-10-08T23:37:03.915019,PK,Normal transaction
TXN-00026325,CUST-006227,23018.1,TRANSFER,2025-10-08T23:38:03.915019,PK,Normal transaction
TXN-00011806,CUST-003935,13354.03,DEPOSIT,2025-10-08T23:41:03.915019,PK,Normal transaction
TXN-00018480,CUST-004369,21639.21,WITHDRAWAL,2025-10-08T23:44:03.915019,PK,Normal transaction
TXN-00093798,CUST-004797,62279.49,TRANSFER,2025-10-08T23:44:03.915019,PK,Velocity spike
TXN-00083331,CUST-009104,6796.68,DEPOSIT,2025-10-08T23:47:03.915019,PK,Normal transaction
TXN-00034604,CUST-007561,47372.6,WITHDRAWAL,2025-10-08T23:51:03.915019,PK,Normal transaction
TXN-00027146,CUST-001703,16436.55,TRANSFER,2025-10-08T23:52:03.915019,PK,Normal transaction
TXN-00022950,CUST-008575,34070.06,WITHDRAWAL,2025-10-08T23:55:03.915019,PK,Normal transaction
TXN-00020006,CUST-006399,15804.73,TRANSFER,2025-10-08T23:58:03.915019,PK,Normal transaction
TXN-00093799,CUST-004797,180984.27,DEPOSIT,2025-10-09T00:00:03.915019,PK,Velocity spike
TXN-00013545,CUST-002797,9219.65,TRANSFER,2025-10-09T00:01:03.915019,PK,Normal transaction
TXN-00007823,CUST-005414,17089.99,DEPOSIT,2025-10-09T00:12:03.915019,PK,Normal transaction
TXN-00093800,CUST-004797,196687.25,DEPOSIT,2025-10-09T00:12:03.915019,PK,Velocity spike
TXN-00049902,CUST-008265,32850.12,WITHDRAWAL,2025-10-09T00:18:03.915019,PK,Normal transaction
TXN-00070069,CUST-007763,22173.4,WITHDRAWAL,2025-10-09T00:20:03.915019,PK,Normal transaction
TXN-00088821,CUST-006639,22819.52,WITHDRAWAL,2025-10-09T00:26:03.915019,PK,Normal transaction
TXN-00093801,CUST-004797,60370.83,TRANSFER,2025-10-09T00:28:03.915019,PK,Velocity spike
TXN-00020270,CUST-007946,17923.61,DEPOSIT,2025-10-09T00:35:03.915019,PK,Normal transaction
TXN-00015471,CUST-002654,48115.37,TRANSFER,2025-10-09T00:37:03.915019,PK,Normal transaction
TXN-00069602,CUST-002370,34306.52,WITHDRAWAL,2025-10-09T00:38:03.915019,PK,Normal transaction
TXN-00073253,CUST-005359,21189.66,WITHDRAWAL,2025-10-09T00:39:03.915019,PK,Normal transaction
TXN-00014800,CUST-008833,48939.61,WITHDRAWAL,2025-10-09T00:45:03.915019,PK,Normal transaction
TXN-00093802,CUST-004797,97988.91,DEPOSIT,2025-10-09T00:47:03.915019,PK,Velocity spike
TXN-00000209,CUST-003372,18895.95,TRANSFER,2025-10-09T00:55:03.915019,PK,Normal transaction
TXN-00062896,CUST-001484,7492.0,WITHDRAWAL,2025-10-09T00:59:03.915019,PK,Normal transaction
TXN-00093803,CUST-004797,118132.47,TRANSFER,2025-10-09T01:09:03.915019,PK,Velocity spike
TXN-00071764,CUST-007621,16097.5,DEPOSIT,2025-10-09T01:14:03.915019,PK,Normal transaction
TXN-00029488,CUST-006932,41043.51,DEPOSIT,2025-10-09T01:19:03.915019,PK,Normal transaction
TXN-00020038,CUST-008322,20047.84,WITHDRAWAL,2025-10-09T01:24:03.915019,PK,Normal transaction
TXN-00093804,CUST-004797,157640.36,TRANSFER,2025-10-09T01:27:03.915019,PK,Velocity spike
TXN-00081740,CUST-003746,40129.01,DEPOSIT,2025-10-09T01:31:03.915019,PK,Normal transaction
TXN-00026568,CUST-001345,25492.65,TRANSFER,2025-10-09T01:33:03.915019,PK,Normal transaction
TXN-00044772,CUST-008895,7990.54,WITHDRAWAL,2025-10-09T01:34:03.915019,PK,Normal transaction
TXN-00079058,CUST-000707,42335.05,DEPOSIT,2025-10-09T01:48:03.915019,PK,Normal transaction
TXN-00026241,CUST-005998,9833.58,WITHDRAWAL,2025-10-09T01:50:03.915019,PK,Normal transaction
TXN-00093805,CUST-004797,51091.34,DEPOSIT,2025-10-09T01:52:03.915019,PK,Velocity spike
TXN-00086579,CUST-008586,4713.36,DEPOSIT,2025-10-09T02:06:03.915019,PK,Normal transaction
TXN-00080848,CUST-000950,41406.46,TRANSFER,2025-10-09T02:07:03.915019,PK,Normal transaction
TXN-00074242,CUST-007998,39569.27,TRANSFER,2025-10-09T02:10:03.915019,PK,Normal transaction
TXN-00066242,CUST-009314,35768.67,TRANSFER,2025-10-09T02:13:03.915019,PK,Normal transaction
TXN-00062932,CUST-006126,36722.98,WITHDRAWAL,2025-10-09T02:17:03.915019,PK,Normal transaction
TXN-00093806,CUST-004797,105947.44,TRANSFER,2025-10-09T02:19:03.915019,PK,Velocity spike
TXN-00050946,CUST-007037,9357.82,WITHDRAWAL,2025-10-09T02:25:03.915019,PK,Normal transaction
TXN-00050394,CUST-000837,7970.28,TRANSFER,2025-10-09T02:27:03.915019,PK,Normal transaction
TXN-00087769,CUST-008098,39341.39,TRANSFER,2025-10-09T02:27:03.915019,PK,Normal transaction
TXN-00040131,CUST-008239,40372.4,WITHDRAWAL,2025-10-09T02:33:03.915019,PK,Normal transaction
TXN-00054760,CUST-006970,22418.33,TRANSFER,2025-10-09T02:38:03.915019,PK,Normal transaction
TXN-00001051,CUST-005802,11739.91,WITHDRAWAL,2025-10-09T02:41:03.915019,PK,Normal transaction
TXN-00070079,CUST-003866,11221.33,WITHDRAWAL,2025-10-09T02:42:03.915019,PK,Normal transaction
TXN-00093807,CUST-004797,140315.8,DEPOSIT,2025-10-09T02:44:03.915019,PK,Velocity spike
TXN-00018624,CUST-008604,30510.8,WITHDRAWAL,2025-10-09T02:52:03.915019,PK,Normal transaction
TXN-00083011,CUST-008974,46777.49,DEPOSIT,2025-10-09T03:03:03.915019,PK,Normal transaction
TXN-00093808,CUST-004797,79589.31,TRANSFER,2025-10-09T03:05:03.915019,PK,Velocity spike
TXN-00093809,CUST-004797,66247.36,TRANSFER,2025-10-09T03:12:03.915019,PK,Velocity spike
TXN-00078122,CUST-001004,48642.23,DEPOSIT,2025-10-09T03:13:03.915019,PK,Normal transaction
TXN-00095298,CUST-003228,994376.92,CASH_DEPOSIT,2025-10-09T03:14:03.915019,PK,Structuring risk
TXN-00032374,CUST-003960,19179.08,TRANSFER,2025-10-09T03:18:03.915019,PK,Normal transaction
TXN-00093810,CUST-004797,99481.36,DEPOSIT,2025-10-09T03:25:03.915019,PK,Velocity spike
TXN-00022012,CUST-001740,48840.2,TRANSFER,2025-10-09T03:27:03.915019,PK,Normal transaction
TXN-00029724,CUST-007409,5775.39,TRANSFER,2025-10-09T03:35:03.915019,PK,Normal transaction
TXN-00068036,CUST-009309,27315.04,DEPOSIT,2025-10-09T03:36:03.915019,PK,Normal transaction
TXN-00086667,CUST-009977,28627.11,TRANSFER,2025-10-09T03:46:03.915019,PK,Normal transaction
TXN-00042728,CUST-003993,17638.32,TRANSFER,2025-10-09T03:47:03.915019,PK,Normal transaction
TXN-00079273,CUST-008246,5980.84,DEPOSIT,2025-10-09T03:51:03.915019,PK,Normal transaction
TXN-00016405,CUST-008310,47662.41,WITHDRAWAL,2025-10-09T03:52:03.915019,PK,Normal transaction
TXN-00028483,CUST-003300,17591.99,TRANSFER,2025-10-09T04:02:03.915019,PK,Normal transaction
TXN-00031116,CUST-005893,4642.94,DEPOSIT,2025-10-09T04:02:03.915019,PK,Normal transaction
TXN-00034862,CUST-004527,4560.59,TRANSFER,2025-10-09T04:06:03.915019,PK,Normal transaction
TXN-00092190,CUST-007270,918087.92,CASH_DEPOSIT,2025-10-09T04:14:03.915019,PK,Structuring risk
TXN-00102980,CUST-007567,921210.38,CASH_DEPOSIT,2025-10-09T04:14:03.915019,PK,Structuring risk
TXN-00071204,CUST-009349,37681.14,DEPOSIT,2025-10-09T04:22:03.915019,PK,Normal transaction
TXN-00062132,CUST-007671,21199.69,WITHDRAWAL,2025-10-09T04:31:03.915019,PK,Normal transaction
TXN-00075053,CUST-009610,16999.11,TRANSFER,2025-10-09T04:36:03.915019,PK,Normal transaction
TXN-00007698,CUST-000144,7624.76,TRANSFER,2025-10-09T04:50:03.915019,PK,Normal transaction
TXN-00030972,CUST-009318,33860.96,DEPOSIT,2025-10-09T05:01:03.915019,PK,Normal transaction
TXN-00036731,CUST-008094,19306.29,WITHDRAWAL,2025-10-09T05:06:03.915019,PK,Normal transaction
TXN-00027686,CUST-004272,43489.18,TRANSFER,2025-10-09T05:13:03.915019,PK,Normal transaction
TXN-00047201,CUST-004892,49153.08,WITHDRAWAL,2025-10-09T05:16:03.915019,PK,Normal transaction
TXN-00040114,CUST-004178,20733.06,DEPOSIT,2025-10-09T05:23:03.915019,PK,Normal transaction
TXN-00010780,CUST-009440,17544.11,WITHDRAWAL,2025-10-09T05:41:03.915019,PK,Normal transaction
TXN-00063507,CUST-002487,25808.83,WITHDRAWAL,2025-10-09T05:42:03.915019,PK,Normal transaction
TXN-00064647,CUST-001305,34591.13,DEPOSIT,2025-10-09T05:42:03.915019,PK,Normal transaction
TXN-00079482,CUST-006406,33473.41,TRANSFER,2025-10-09T06:04:03.915019,PK,Normal transaction
TXN-00066189,CUST-008747,1496.07,TRANSFER,2025-10-09T06:10:03.915019,PK,Normal transaction
TXN-00105252,CUST-008932,998183.8,CASH_DEPOSIT,2025-10-09T06:14:03.915019,PK,Structuring risk
TXN-00038642,CUST-005863,47670.88,DEPOSIT,2025-10-09T06:20:03.915019,PK,Normal transaction
TXN-00072314,CUST-003696,38418.5,TRANSFER,2025-10-09T06:25:03.915019,PK,Normal transaction
TXN-00074196,CUST-004176,42882.74,DEPOSIT,2025-10-09T06:27:03.915019,PK,Normal transaction
TXN-00082967,CUST-002059,2074.69,TRANSFER,2025-10-09T06:29:03.915019,PK,Normal transaction
TXN-00067394,CUST-001173,25364.13,WITHDRAWAL,2025-10-09T06:38:03.915019,PK,Normal transaction
TXN-00074055,CUST-002471,38140.83,TRANSFER,2025-10-09T06:38:03.915019,PK,Normal transaction
TXN-00012794,CUST-005004,43953.88,TRANSFER,2025-10-09T06:39:03.915019,PK,Normal transaction
TXN-00022071,CUST-008553,31381.74,DEPOSIT,2025-10-09T06:40:03.915019,PK,Normal transaction
TXN-00054037,CUST-001504,40108.83,DEPOSIT,2025-10-09T06:49:03.915019,PK,Normal transaction
TXN-00085468,CUST-002993,7418.66,TRANSFER,2025-10-09T06:50:03.915019,PK,Normal transaction
TXN-00020112,CUST-004959,42452.31,WITHDRAWAL,2025-10-09T06:52:03.915019,PK,Normal transaction
TXN-00061874,CUST-007404,24840.28,DEPOSIT,2025-10-09T06:59:03.915019,PK,Normal transaction
TXN-00048404,CUST-000451,45239.06,TRANSFER,2025-10-09T07:05:03.915019,PK,Normal transaction
TXN-00086396,CUST-008074,8530.72,WITHDRAWAL,2025-10-09T07:09:03.915019,PK,Normal transaction
TXN-00001754,CUST-009113,21860.7,DEPOSIT,2025-10-09T07:13:03.915019,PK,Normal transaction
TXN-00092191,CUST-007270,994229.6,CASH_DEPOSIT,2025-10-09T07:14:03.915019,PK,Structuring risk
TXN-00059451,CUST-005487,30710.21,WITHDRAWAL,2025-10-09T07:15:03.915019,PK,Normal transaction
TXN-00012076,CUST-000828,26151.8,WITHDRAWAL,2025-10-09T07:32:03.915019,PK,Normal transaction
TXN-00087798,CUST-004649,18214.58,TRANSFER,2025-10-09T07:35:03.915019,PK,Normal transaction
TXN-00069206,CUST-008765,26361.07,WITHDRAWAL,2025-10-09T07:39:03.915019,PK,Normal transaction
TXN-00071686,CUST-002836,38363.49,TRANSFER,2025-10-09T08:01:03.915019,PK,Normal transaction
TXN-00026653,CUST-004045,40679.22,WITHDRAWAL,2025-10-09T08:08:03.915019,PK,Normal transaction
TXN-00105253,CUST-008932,942434.9,CASH_DEPOSIT,2025-10-09T08:14:03.915019,PK,Structuring risk
TXN-00052789,CUST-009839,1737.64,TRANSFER,2025-10-09T08:17:03.915019,PK,Normal transaction
TXN-00038819,CUST-000879,44822.66,TRANSFER,2025-10-09T08:23:03.915019,PK,Normal transaction
TXN-00058383,CUST-002837,4016.85,TRANSFER,2025-10-09T08:46:03.915019,PK,Normal transaction
TXN-00066491,CUST-009097,2042.04,WITHDRAWAL,2025-10-09T08:46:03.915019,PK,Normal transaction
TXN-00075611,CUST-006344,17297.55,DEPOSIT,2025-10-09T08:46:03.915019,PK,Normal transaction
TXN-00038570,CUST-008635,18976.55,WITHDRAWAL,2025-10-09T08:49:03.915019,PK,Normal transaction
TXN-00083459,CUST-002317,41682.8,DEPOSIT,2025-10-09T08:52:03.915019,PK,Normal transaction
TXN-00080663,CUST-005084,43460.45,WITHDRAWAL,2025-10-09T08:54:03.915019,PK,Normal transaction
TXN-00063767,CUST-003592,43222.52,TRANSFER,2025-10-09T08:59:03.915019,PK,Normal transaction
TXN-00011746,CUST-002350,15682.39,DEPOSIT,2025-10-09T09:06:03.915019,PK,Normal transaction
TXN-00015681,CUST-009526,39669.56,WITHDRAWAL,2025-10-09T09:21:03.915019,PK,Normal transaction
TXN-00022061,CUST-008476,43205.75,WITHDRAWAL,2025-10-09T09:21:03.915019,PK,Normal transaction
TXN-00029692,CUST-002065,22164.87,WITHDRAWAL,2025-10-09T09:24:03.915019,PK,Normal transaction
TXN-00001296,CUST-005128,27224.91,WITHDRAWAL,2025-10-09T09:28:03.915019,PK,Normal transaction
TXN-00009566,CUST-000774,11491.16,DEPOSIT,2025-10-09T09:28:03.915019,PK,Normal transaction
TXN-00040353,CUST-003515,41065.55,WITHDRAWAL,2025-10-09T09:33:03.915019,PK,Normal transaction
TXN-00022029,CUST-002917,34675.66,TRANSFER,2025-10-09T09:37:03.915019,PK,Normal transaction
TXN-00050508,CUST-002111,46775.02,WITHDRAWAL,2025-10-09T09:41:03.915019,PK,Normal transaction
TXN-00015350,CUST-008891,33455.74,TRANSFER,2025-10-09T09:43:03.915019,PK,Normal transaction
TXN-00042457,CUST-004542,19986.16,TRANSFER,2025-10-09T10:04:03.915019,PK,Normal transaction
TXN-00050106,CUST-006749,38289.58,WITHDRAWAL,2025-10-09T10:04:03.915019,PK,Normal transaction
TXN-00050698,CUST-001437,2493.46,TRANSFER,2025-10-09T10:09:03.915019,PK,Normal transaction
TXN-00056052,CUST-009988,45262.69,DEPOSIT,2025-10-09T10:10:03.915019,PK,Normal transaction
TXN-00024362,CUST-007800,47510.9,WITHDRAWAL,2025-10-09T10:15:03.915019,PK,Normal transaction
TXN-00022454,CUST-003017,41992.07,DEPOSIT,2025-10-09T10:21:03.915019,PK,Normal transaction
TXN-00049817,CUST-001839,18968.21,TRANSFER,2025-10-09T10:24:03.915019,PK,Normal transaction
TXN-00013368,CUST-005007,22973.1,WITHDRAWAL,2025-10-09T10:47:03.915019,PK,Normal transaction
TXN-00032096,CUST-001243,2457.34,WITHDRAWAL,2025-10-09T11:03:03.915019,PK,Normal transaction
TXN-00083982,CUST-007087,13174.72,DEPOSIT,2025-10-09T11:08:03.915019,PK,Normal transaction
TXN-00026867,CUST-005506,34873.96,WITHDRAWAL,2025-10-09T11:09:03.915019,PK,Normal transaction
TXN-00057550,CUST-006543,40075.96,TRANSFER,2025-10-09T11:11:03.915019,PK,Normal transaction
TXN-00068864,CUST-007952,43794.42,DEPOSIT,2025-10-09T11:12:03.915019,PK,Normal transaction
TXN-00022934,CUST-008542,44233.88,TRANSFER,2025-10-09T11:14:03.915019,PK,Normal transaction
TXN-00095299,CUST-003228,906317.06,CASH_DEPOSIT,2025-10-09T11:14:03.915019,PK,Structuring risk
TXN-00061589,CUST-008045,28740.97,WITHDRAWAL,2025-10-09T11:15:03.915019,PK,Normal transaction
TXN-00052269,CUST-004668,20818.12,WITHDRAWAL,2025-10-09T11:20:03.915019,PK,Normal transaction
TXN-00043531,CUST-006488,23221.14,WITHDRAWAL,2025-10-09T11:35:03.915019,PK,Normal transaction
TXN-00080764,CUST-002860,15567.82,DEPOSIT,2025-10-09T12:00:03.915019,PK,Normal transaction
TXN-00073424,CUST-000721,44314.69,DEPOSIT,2025-10-09T12:04:03.915019,PK,Normal transaction
TXN-00058945,CUST-002007,26099.18,TRANSFER,2025-10-09T12:08:03.915019,PK,Normal transaction
TXN-00008233,CUST-000506,37330.07,DEPOSIT,2025-10-09T12:09:03.915019,PK,Normal transaction
TXN-00033531,CUST-005048,15955.4,DEPOSIT,2025-10-09T12:18:03.915019,PK,Normal transaction
TXN-00057039,CUST-008283,38870.54,WITHDRAWAL,2025-10-09T12:24:03.915019,PK,Normal transaction
TXN-00016441,CUST-008410,47092.34,TRANSFER,2025-10-09T12:29:03.915019,PK,Normal transaction
TXN-00024012,CUST-002727,22743.02,DEPOSIT,2025-10-09T12:32:03.915019,PK,Normal transaction
TXN-00086896,CUST-006077,5171.54,WITHDRAWAL,2025-10-09T12:33:03.915019,PK,Normal transaction
TXN-00065364,CUST-001496,30059.83,TRANSFER,2025-10-09T12:34:03.915019,PK,Normal transaction
TXN-00001392,CUST-003069,3907.39,WITHDRAWAL,2025-10-09T12:36:03.915019,PK,Normal transaction
TXN-00050042,CUST-006478,16764.75,WITHDRAWAL,2025-10-09T12:36:03.915019,PK,Normal transaction
TXN-00022428,CUST-006565,5490.62,DEPOSIT,2025-10-09T12:44:03.915019,PK,Normal transaction
TXN-00068544,CUST-003942,35577.16,WITHDRAWAL,2025-10-09T12:47:03.915019,PK,Normal transaction
TXN-00062963,CUST-002344,8485.38,TRANSFER,2025-10-09T12:49:03.915019,PK,Normal transaction
TXN-00055566,CUST-001386,32981.32,TRANSFER,2025-10-09T12:53:03.915019,PK,Normal transaction
TXN-00065640,CUST-001808,16621.48,TRANSFER,2025-10-09T13:05:03.915019,PK,Normal transaction
TXN-00008136,CUST-005174,37784.92,WITHDRAWAL,2025-10-09T13:11:03.915019,PK,Normal transaction
TXN-00092192,CUST-007270,962716.2,CASH_DEPOSIT,2025-10-09T13:14:03.915019,PK,Structuring risk
TXN-00102981,CUST-007567,912887.2,CASH_DEPOSIT,2025-10-09T13:14:03.915019,PK,Structuring risk
TXN-00025559,CUST-006748,17801.6,TRANSFER,2025-10-09T13:24:03.915019,PK,Normal transaction
TXN-00014085,CUST-007005,28857.74,DEPOSIT,2025-10-09T13:25:03.915019,PK,Normal transaction
TXN-00082344,CUST-008872,44271.95,DEPOSIT,2025-10-09T13:42:03.915019,PK,Normal transaction
TXN-00015119,CUST-003056,12857.14,WITHDRAWAL,2025-10-09T13:44:03.915019,PK,Normal transaction
TXN-00012716,CUST-006623,1590.6,DEPOSIT,2025-10-09T13:54:03.915019,PK,Normal transaction
TXN-00045011,CUST-006765,16989.38,WITHDRAWAL,2025-10-09T13:59:03.915019,PK,Normal transaction
TXN-00050304,CUST-001943,34269.66,WITHDRAWAL,2025-10-09T13:59:03.915019,PK,Normal transaction
TXN-00023596,CUST-001659,27555.83,TRANSFER,2025-10-09T14:05:03.915019,PK,Normal transaction
TXN-00055826,CUST-009614,28999.33,TRANSFER,2025-10-09T14:08:03.915019,PK,Normal transaction
TXN-00102982,CUST-007567,900655.84,CASH_DEPOSIT,2025-10-09T14:14:03.915019,PK,Structuring risk
TXN-00023796,CUST-002652,33018.56,WITHDRAWAL,2025-10-09T14:16:03.915019,PK,Normal transaction
TXN-00027064,CUST-005480,45282.29,DEPOSIT,2025-10-09T14:31:03.915019,PK,Normal transaction
TXN-00038583,CUST-008152,12765.07,DEPOSIT,2025-10-09T14:37:03.915019,PK,Normal transaction
TXN-00027404,CUST-001544,20506.27,DEPOSIT,2025-10-09T14:44:03.915019,PK,Normal transaction
TXN-00084338,CUST-002227,4086.34,TRANSFER,2025-10-09T14:48:03.915019,PK,Normal transaction
TXN-00018524,CUST-007676,45618.47,TRANSFER,2025-10-09T14:59:03.915019,PK,Normal transaction
TXN-00056578,CUST-002383,14163.14,DEPOSIT,2025-10-09T15:06:03.915019,PK,Normal transaction
TXN-00077859,CUST-000409,24215.85,DEPOSIT,2025-10-09T15:19:03.915019,PK,Normal transaction
TXN-00055490,CUST-009629,22403.0,DEPOSIT,2025-10-09T15:27:03.915019,PK,Normal transaction
TXN-00099810,CUST-005765,118102.13,DEPOSIT,2025-10-09T15:27:03.915019,PK,Velocity spike
TXN-00102756,CUST-000123,86574.87,TRANSFER,2025-10-09T15:32:03.915019,PK,Velocity spike
TXN-00066091,CUST-004806,34867.6,DEPOSIT,2025-10-09T15:37:03.915019,PK,Normal transaction
TXN-00102757,CUST-000123,140852.86,DEPOSIT,2025-10-09T15:39:03.915019,PK,Velocity spike
TXN-00038143,CUST-001053,41164.23,WITHDRAWAL,2025-10-09T15:41:03.915019,PK,Normal transaction
TXN-00099811,CUST-005765,85728.77,DEPOSIT,2025-10-09T15:45:03.915019,PK,Velocity spike
TXN-00102758,CUST-000123,198765.88,DEPOSIT,2025-10-09T15:45:03.915019,PK,Velocity spike
TXN-00052069,CUST-001476,29652.99,TRANSFER,2025-10-09T15:46:03.915019,PK,Normal transaction
TXN-00003247,CUST-006842,43281.2,WITHDRAWAL,2025-10-09T15:48:03.915019,PK,Normal transaction
TXN-00102759,CUST-000123,141360.53,TRANSFER,2025-10-09T15:58:03.915019,PK,Velocity spike
TXN-00099812,CUST-005765,187534.13,DEPOSIT,2025-10-09T16:03:03.915019,PK,Velocity spike
TXN-00102760,CUST-000123,195126.9,TRANSFER,2025-10-09T16:10:03.915019,PK,Velocity spike
TXN-00095067,CUST-006983,998865.21,CASH_DEPOSIT,2025-10-09T16:14:03.915019,PK,Structuring risk
TXN-00066488,CUST-004941,45968.24,DEPOSIT,2025-10-09T16:15:03.915019,PK,Normal transaction
TXN-00085826,CUST-001472,10439.28,DEPOSIT,2025-10-09T16:15:03.915019,PK,Normal transaction
TXN-00102761,CUST-000123,64445.21,DEPOSIT,2025-10-09T16:17:03.915019,PK,Velocity spike
TXN-00028380,CUST-008973,40099.54,WITHDRAWAL,2025-10-09T16:23:03.915019,PK,Normal transaction
TXN-00099813,CUST-005765,122119.63,TRANSFER,2025-10-09T16:23:03.915019,PK,Velocity spike
TXN-00087660,CUST-007346,11864.85,TRANSFER,2025-10-09T16:34:03.915019,PK,Normal transaction
TXN-00099814,CUST-005765,190020.32,DEPOSIT,2025-10-09T16:42:03.915019,PK,Velocity spike
TXN-00032966,CUST-003535,28179.58,DEPOSIT,2025-10-09T16:43:03.915019,PK,Normal transaction
TXN-00102762,CUST-000123,89749.87,DEPOSIT,2025-10-09T16:43:03.915019,PK,Velocity spike
TXN-00099815,CUST-005765,148369.95,TRANSFER,2025-10-09T16:50:03.915019,PK,Velocity spike
TXN-00051456,CUST-007239,18385.96,TRANSFER,2025-10-09T16:53:03.915019,PK,Normal transaction
TXN-00067926,CUST-002268,20185.25,TRANSFER,2025-10-09T17:02:03.915019,PK,Normal transaction
TXN-00009200,CUST-008100,27183.9,WITHDRAWAL,2025-10-09T17:04:03.915019,PK,Normal transaction
TXN-00036840,CUST-009734,1114.5,DEPOSIT,2025-10-09T17:04:03.915019,PK,Normal transaction
TXN-00064407,CUST-007852,28087.36,TRANSFER,2025-10-09T17:05:03.915019,PK,Normal transaction
TXN-00002040,CUST-003124,1493.97,TRANSFER,2025-10-09T17:08:03.915019,PK,Normal transaction
TXN-00006800,CUST-000233,20710.38,WITHDRAWAL,2025-10-09T17:10:03.915019,PK,Normal transaction
TXN-00102763,CUST-000123,121999.21,TRANSFER,2025-10-09T17:13:03.915019,PK,Velocity spike
TXN-00105254,CUST-008932,920136.3,CASH_DEPOSIT,2025-10-09T17:14:03.915019,PK,Structuring risk
TXN-00099816,CUST-005765,92133.08,DEPOSIT,2025-10-09T17:19:03.915019,PK,Velocity spike
TXN-00011969,CUST-001850,29596.86,WITHDRAWAL,2025-10-09T17:21:03.915019,PK,Normal transaction
TXN-00102764,CUST-000123,136783.2,TRANSFER,2025-10-09T17:21:03.915019,PK,Velocity spike
TXN-00099817,CUST-005765,194018.5,TRANSFER,2025-10-09T17:28:03.915019,PK,Velocity spike
TXN-00102765,CUST-000123,85197.57,TRANSFER,2025-10-09T17:42:03.915019,PK,Velocity spike
TXN-00081868,CUST-004573,8049.17,DEPOSIT,2025-10-09T17:46:03.915019,PK,Normal transaction
TXN-00052935,CUST-000466,39561.83,WITHDRAWAL,2025-10-09T17:51:03.915019,PK,Normal transaction
TXN-00016988,CUST-000624,29382.87,DEPOSIT,2025-10-09T17:52:03.915019,PK,Normal transaction
TXN-00102766,CUST-000123,124689.03,TRANSFER,2025-10-09T17:53:03.915019,PK,Velocity spike
TXN-00099818,CUST-005765,167849.55,DEPOSIT,2025-10-09T17:57:03.915019,PK,Velocity spike
TXN-00031905,CUST-006454,24539.93,TRANSFER,2025-10-09T17:59:03.915019,PK,Normal transaction
TXN-00039370,CUST-008102,44856.74,DEPOSIT,2025-10-09T18:03:03.915019,PK,Normal transaction
TXN-00099819,CUST-005765,174440.08,TRANSFER,2025-10-09T18:04:03.915019,PK,Velocity spike
TXN-00060676,CUST-001163,9247.77,WITHDRAWAL,2025-10-09T18:06:03.915019,PK,Normal transaction
TXN-00061903,CUST-006234,37626.86,DEPOSIT,2025-10-09T18:10:03.915019,PK,Normal transaction
TXN-00005868,CUST-000954,25833.06,WITHDRAWAL,2025-10-09T18:12:03.915019,PK,Normal transaction
TXN-00063139,CUST-007159,15429.1,TRANSFER,2025-10-09T18:13:03.915019,PK,Normal transaction
TXN-00010833,CUST-002991,32331.82,WITHDRAWAL,2025-10-09T18:21:03.915019,PK,Normal transaction
TXN-00102767,CUST-000123,77542.04,TRANSFER,2025-10-09T18:21:03.915019,PK,Velocity spike
TXN-00099820,CUST-005765,101206.16,DEPOSIT,2025-10-09T18:31:03.915019,PK,Velocity spike
TXN-00069053,CUST-005809,6573.52,WITHDRAWAL,2025-10-09T18:34:03.915019,PK,Normal transaction
TXN-00102768,CUST-000123,146889.85,DEPOSIT,2025-10-09T18:39:03.915019,PK,Velocity spike
TXN-00032752,CUST-007014,40726.94,TRANSFER,2025-10-09T18:49:03.915019,PK,Normal transaction
TXN-00102769,CUST-000123,101072.75,DEPOSIT,2025-10-09T18:56:03.915019,PK,Velocity spike
TXN-00099821,CUST-005765,107205.34,DEPOSIT,2025-10-09T18:58:03.915019,PK,Velocity spike
